generation_index,source_sample_id,source_image_path,source_label_path,source_image_sha256,source_label_sha256,source_split,is_negative,anchor_class,class_ids,prompt,seed,width,height,num_inference_steps,guidance_scale,scheduler,base_output_filename,rgda_output_filename,rgda_checkpoint_sha256
446,formal_train_1153,,,951092b0273cec25400e816f038f737bb81f9b12edbc47ab36b2dcb41f42ed3b,1ba20ccf53967f03746228bb1e13efe20b1a6b119b2f2f7a870aa393c15e103f,train,false,D40,,a Czech road surface with pothole damage,202600446,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0446_formal_train_1153.png,sd3rgda_0446_formal_train_1153.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
447,formal_train_1155,,,923e3e6284399fff51fac140662d12a1a794db58fe2439bd7f41dbfeaaea97f1,3d698d0e204ae4f4d696a22e71d3269767deb27dcd66fdfa6b9931f1518e7733,train,false,D40,,a Czech road surface with pothole damage,202600447,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0447_formal_train_1155.png,sd3rgda_0447_formal_train_1155.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
448,formal_train_1164,,,e9a52a9dc564c94cf4ce1a83c41ca24989334e80b9820d4d5130a6fb47123b64,0ffba08629106bb4c443041aeeaa1ce065916433896267c453ae52431243102e,train,false,D00,,a Czech road surface with longitudinal crack damage,202600448,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0448_formal_train_1164.png,sd3rgda_0448_formal_train_1164.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
449,formal_train_1166,,,16190755478c53c6d33c3d6a0979b7b4c94af8f040b4c2bcdaa865bac8757a35,c30db6cb3ff5c02c500437118c55f173c6123c1a7ecb9ecfce4d529ecbee3d3d,train,false,D10,,a Czech road surface with transverse crack damage,202600449,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0449_formal_train_1166.png,sd3rgda_0449_formal_train_1166.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
450,formal_train_1168,,,ea8d529c712d1b3fd08dbabc74bed6b005430bdcb00c0bfbef937276ba453343,4b3e8ad4564b52e2e80d19bc105bd0678f81c8cd4a70b4111a43c66dc0056cd1,train,false,D00,,a Czech road surface with longitudinal crack damage,202600450,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0450_formal_train_1168.png,sd3rgda_0450_formal_train_1168.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
451,formal_train_1171,,,b8d467c5a0c48e32c664648092571d2f603779d2aa3dcf404287f810604e0586,250b9ae4f6ebb1afd76752a5dfd4568cf3deb312639c83dfab2ae4302abfb5c7,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600451,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0451_formal_train_1171.png,sd3rgda_0451_formal_train_1171.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
452,formal_train_1173,,,3e7098b1dab7f84ce0a37528c6a447fb5d5af3465e419bd4d4510361266b30f4,6ea2dd5849d6c5e4478ba38cce4ce84bf70e93133ad40ec4c34bb3cbe668d7be,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600452,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0452_formal_train_1173.png,sd3rgda_0452_formal_train_1173.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
453,formal_train_1175,,,f1652f49e69ba1023e2357090e811d327c3f9c20b2806e7b2f1ff41ab5603b3d,f61fdb001f907c60a223818637be756596f010cc2b2b1a5c99525bb5268bd71a,train,false,D10,,a Czech road surface with transverse crack damage,202600453,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0453_formal_train_1175.png,sd3rgda_0453_formal_train_1175.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
454,formal_train_1177,,,d885be7225a9c3663b33e380ad185867262a64bcf27448e95bd39a56bef4c1c3,dd877c444d079fbbda1a523b52175fb953cbdb17a27cc2d16e2b5205518c97dc,train,false,D20,,a Czech road surface with alligator crack damage,202600454,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0454_formal_train_1177.png,sd3rgda_0454_formal_train_1177.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
455,formal_train_1180,,,0072f97f226f2c640f5954aac05e05abb18ccdc89ff0db28db4c25bff93afd77,b96147ee6cb96035efa3a978148f2e2e6a6662c52b5032e0441569e20350176b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600455,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0455_formal_train_1180.png,sd3rgda_0455_formal_train_1180.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
456,formal_train_1186,,,0e878b01687e2fcd976b687a831c3759bb3723a77a8388f2ec3ba01358a2782e,d00b0952c42b66eb1fdb271a2a24489815e7f241ccd13e7904ebaafdb4ee49a9,train,false,D00,,a Czech road surface with longitudinal crack and alligator crack damage,202600456,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0456_formal_train_1186.png,sd3rgda_0456_formal_train_1186.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
457,formal_train_1188,,,ab93d14275833216b4a7beaf2163abd028f2aa3009870ef130557598c8ee106b,bfd7a63e8f13f41e9917b0d0f2d6d17dcc5ad6f5f3e7c50df7692fb40dc762ec,train,false,D40,,a Czech road surface with pothole damage,202600457,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0457_formal_train_1188.png,sd3rgda_0457_formal_train_1188.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
458,formal_train_1191,,,0d86abb1dfd895ce74369a0e9fea5e99d8cf0c87fa1c35e40b7425f1f4f7798a,8025647bdfe10084ca6a0986996edf1ba6e5279941839f8d80f6d329e0699871,train,false,D00,,a Czech road surface with longitudinal crack damage,202600458,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0458_formal_train_1191.png,sd3rgda_0458_formal_train_1191.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
459,formal_train_1192,,,277386fed19aa2cfec7e66ac1c2b42f4031f9349ad02dfd56969a67d292ffdd6,6a438b4a7c89c94db081cd5f74d5fae3b72b1118d65eecb928415540649a91f9,train,false,D10,,a Czech road surface with transverse crack damage,202600459,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0459_formal_train_1192.png,sd3rgda_0459_formal_train_1192.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
460,formal_train_1195,,,31615653a68ddce9ffd524ff9cef3534e56aba9d111e8f1ce87115dac29e172b,f3c3158c1e370165eff1979a7b35865b7d6717033aae7a72f6ba8b5ea2f134a9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600460,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0460_formal_train_1195.png,sd3rgda_0460_formal_train_1195.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
461,formal_train_1197,,,2b2b777dea5b0923fb6c1e4141691fe93d8f69990c2b202f5a44e24943187fef,4fd54eb829717162031361c4f7df571c88894fbbd109e17b704f922e94b8ff3e,train,false,D20,,a Czech road surface with alligator crack damage,202600461,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0461_formal_train_1197.png,sd3rgda_0461_formal_train_1197.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
462,formal_train_1198,,,e1bb5e8a6470b38277563a1368f8d5561b62e7451c1a55dbe33f83bec9297aa4,a0e8c4b3dcf44347469496e0d769a827223f2afee0a3d8672c9e1f31ee08db5b,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600462,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0462_formal_train_1198.png,sd3rgda_0462_formal_train_1198.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
463,formal_train_1199,,,4e0e657d953b26b2cfc3646a3d3d41c5423ea59077d34d101c46ab363f9f6c4c,80b120bbcd5ba4c6ee06469565891bfc85ef1db28c0f536738da58911cae67d3,train,false,D00,,a Czech road surface with longitudinal crack damage,202600463,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0463_formal_train_1199.png,sd3rgda_0463_formal_train_1199.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
464,formal_train_1200,,,e0f890f0ba05faa3f69b8524b8b34eaa52e2882f55427c95fc3f0712ce32dcbd,dc928b8c42b32b138fab0a115c89dfb47dab5b6fc542869dc05a54adef314c09,train,false,D00,,a Czech road surface with longitudinal crack damage,202600464,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0464_formal_train_1200.png,sd3rgda_0464_formal_train_1200.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
465,formal_train_1201,,,427748cec627645673b11cf440f847269af6d6d1f3276b0d61619340af11da53,365d82bc50897c2f99d7b5f2ca000962ef17f134c4d0245e452e421575b91052,train,false,D00,,a Czech road surface with longitudinal crack damage,202600465,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0465_formal_train_1201.png,sd3rgda_0465_formal_train_1201.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
466,formal_train_1205,,,a4dc53c6237a05ac2162ff8415d1afbb50653fbe02ea7ca6cd04781743f2cadf,0c41e6633ba6fbab199acc2121a345b9579775727e1bb703775ca5734452a997,train,false,D00,,a Czech road surface with longitudinal crack damage,202600466,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0466_formal_train_1205.png,sd3rgda_0466_formal_train_1205.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
467,formal_train_1211,,,8e3829d6c7237b1f6cdbd57475bb5ef12ab7b3d3feb8b1759cce2b8a9df266be,c9f973597125543abe41a1ac8e84327f40931091d9434c4f6a924b553fa6ba2a,train,false,D00,,a Czech road surface with longitudinal crack damage,202600467,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0467_formal_train_1211.png,sd3rgda_0467_formal_train_1211.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
468,formal_train_1212,,,86ef7160c74609e3e40244578e5a634f7caca998a1ebfa314d739574ac8d5aed,c18198894a15b332666a0c093896d95e8831a164ff9dbba8a6a529737b37fd94,train,false,D00,,a Czech road surface with longitudinal crack damage,202600468,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0468_formal_train_1212.png,sd3rgda_0468_formal_train_1212.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
469,formal_train_1221,,,ac40c80f4c70f354a6390517992232d75608de5a6a09b7d963bd004683bc2a5f,76468e38420f4ab5f240d87efa6108c569d0d3fc5ef7529315b08b86507ab36f,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600469,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0469_formal_train_1221.png,sd3rgda_0469_formal_train_1221.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
470,formal_train_1223,,,b30aad9e3fbb65ca4498e7296a32ae94cc242fdc52974af2ac7f1ff3c07e7d78,c8d24521faa80104be708c3769b5322ea3bbc69adebc5824f31e450a02df9764,train,false,D00,,a Czech road surface with longitudinal crack damage,202600470,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0470_formal_train_1223.png,sd3rgda_0470_formal_train_1223.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
471,formal_train_1224,,,eb25bcd34e558a883114e929f614f4f86019319c8b76c89035ed7924eda15c38,3f13b80503afd97cb61094d1312a826929a438cbd3e1db1df34bc4a901d52275,train,false,D00,,a Czech road surface with longitudinal crack damage,202600471,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0471_formal_train_1224.png,sd3rgda_0471_formal_train_1224.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
472,formal_train_1228,,,6757d51fcd29dfc82504cae868992524003a0ff2d87b721fc950805028eef988,11c1e0627797f76754a691d72dbf9b2cd982c5bc0011f9f9f29780542ddf4ed5,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack and alligator crack damage,202600472,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0472_formal_train_1228.png,sd3rgda_0472_formal_train_1228.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
473,formal_train_1233,,,160ea3b80690aae14b5457fdcf230c043141f73696021e6048d3d8071a987e4b,8151b507827adb9e9301e14ecedf409ee0ea0b6ddb61151d3789e111067ee4ae,train,false,D00,,a Czech road surface with longitudinal crack damage,202600473,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0473_formal_train_1233.png,sd3rgda_0473_formal_train_1233.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
474,formal_train_1236,,,b9f66373ddaf24aefa07163385165b06e8e90eebadeb46652a5195c6d10485e2,0cbe008dea49ccbd207815c838affcde55a2838908cf32a87c5286ba9a895ae0,train,false,D40,,a Czech road surface with pothole damage,202600474,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0474_formal_train_1236.png,sd3rgda_0474_formal_train_1236.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
475,formal_train_1237,,,bdd348cbae3d4fb9838be370d8916a42868c88e8c3e6a0a51929c92d7576d836,3c0cb45096b7b5b9db499d3d1433bd70a6a6f25d9d8eca804a032163f1e347d4,train,false,D00,,a Czech road surface with longitudinal crack damage,202600475,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0475_formal_train_1237.png,sd3rgda_0475_formal_train_1237.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
476,formal_train_1240,,,01a383819ffae484b2347cc464d07afed0e688fedc01baac21a6195ebece026b,240c141e6f34ad4f03c3182821d9f27a20a7a6692a694ea4dbd3fa01ca7487b1,train,false,D40,,a Czech road surface with pothole damage,202600476,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0476_formal_train_1240.png,sd3rgda_0476_formal_train_1240.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
477,formal_train_1242,,,e99c78d651da555f2c9f196b26d867c2961b9aed1a49be534f11d8b549a25e88,c4b59edff470327eda97099591476b9a83f7474f1d5043187c8665e1e658808b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600477,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0477_formal_train_1242.png,sd3rgda_0477_formal_train_1242.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
478,formal_train_1243,,,4114bea212919c1d4b3c9ef49ed2bf8ebb64bd1d4162b2056039f01b7f933dfc,a775b8dd1ef6941afef81a958ef0b9dcb04ac66a328279f42530cf7466a130f2,train,false,D10,,a Czech road surface with transverse crack damage,202600478,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0478_formal_train_1243.png,sd3rgda_0478_formal_train_1243.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
479,formal_train_1245,,,6bfbb98c3dae66d482a7d588e9fdb21336879ff4dd7be1e9eb036f5e5d16b1da,dedde018cf16a6f3a838d9130cce0caca170e784ec4eb401f240b63bfe631251,train,false,D00,,a Czech road surface with longitudinal crack damage,202600479,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0479_formal_train_1245.png,sd3rgda_0479_formal_train_1245.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
480,formal_train_1247,,,d8078dd3910a842906f671c54485f2c3474e39718c28910933bf0506ccb7b730,b3c85d6448af2910b540661e882dbbeb03fa94cfb7d0a1cf393bbbd4220c947f,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600480,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0480_formal_train_1247.png,sd3rgda_0480_formal_train_1247.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
481,formal_train_1248,,,409ca0b30b97faf2de6b0f1a69330327869c6cc0b724686075e061487dc49fb4,f64e1026da1431669b24e82ffd377d8b32cf2eb9b721cd26fbf6e15423a4dcef,train,false,D40,,a Czech road surface with pothole damage,202600481,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0481_formal_train_1248.png,sd3rgda_0481_formal_train_1248.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
482,formal_train_1249,,,fd9c2bd82d4a52ec30ecaab733be0755a92b146475cc860f3a376067701725e6,e8145527f54c1f6b46ad957cc70499a7f2526523b212450450b6964fd6ba11ef,train,false,D10,,a Czech road surface with transverse crack damage,202600482,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0482_formal_train_1249.png,sd3rgda_0482_formal_train_1249.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
483,formal_train_1250,,,d3c13d9d2f87781ae6d1d74dbca9287039ea9a0fd23aba97cd30510b5d4e1f84,1ab8b3d03e8a43b4ef32a40789460a77da1b3617bd5736abadaeec5fd5ca6b46,train,false,D00,,a Czech road surface with longitudinal crack damage,202600483,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0483_formal_train_1250.png,sd3rgda_0483_formal_train_1250.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
484,formal_train_1252,,,63508db61a48d664dcb0a3d1affbf2de060afd29792a536f3cbcdc7fb518620d,a91c8c99ecfb7232212e60f78b71e6f2775040f8877e384f778c3cd5256b455f,train,false,D10,,a Czech road surface with transverse crack damage,202600484,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0484_formal_train_1252.png,sd3rgda_0484_formal_train_1252.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
485,formal_train_1262,,,a1c70be52e393ea2e2e527cbfacd56a6bd63163afddc1c98202b15d5e8d2c4e6,464cf7e90e097622a8742d70d6b27ac618d6c9682562a31b349933c59725399f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600485,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0485_formal_train_1262.png,sd3rgda_0485_formal_train_1262.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
486,formal_train_1264,,,8ccfdbde57ebb4f29e79b70d904b729ea6be71e0fd5862a7ec58c6f86f576acd,050f6435a71080a4cabaa6506e1be4fc1a892fc8ce71c1d66630312d2d4157b5,train,false,D20,,a Czech road surface with alligator crack damage,202600486,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0486_formal_train_1264.png,sd3rgda_0486_formal_train_1264.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
487,formal_train_1265,,,7f22202e948a6fc700b304b4a8f1bfcceee7995d927e24fa101612bae41a78e9,cca3452a850930ec2fa46432eb95a63ae344151335129b719e4133e8bb8aca8e,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600487,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0487_formal_train_1265.png,sd3rgda_0487_formal_train_1265.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
488,formal_train_1276,,,f38d00f2facc681fd62dd608afddbb66e3a22bf002286b870a643d180959f820,96d9e15b46022e1dc042351dc4b1dec58c2388160e1629fd5cf9ae179193a396,train,false,D00,,a Czech road surface with longitudinal crack damage,202600488,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0488_formal_train_1276.png,sd3rgda_0488_formal_train_1276.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
489,formal_train_1279,,,aac73be32672e3770840448930ba91d686e1de1cc3757d39fdeb32a693503ac7,e6c5e7e7d2c8efc62cbf964cd320bbdc62af56b351a62a0a22595920bb074608,train,false,D00,,a Czech road surface with longitudinal crack damage,202600489,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0489_formal_train_1279.png,sd3rgda_0489_formal_train_1279.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
490,formal_train_1283,,,2eee714afc8bdbf25f137a523e897b63ed0c32d915edb010c9fe45ef9d891d49,0bf647d8ab1922d6f387b4bfe41cc656608bae0b3069b08b6faf85e12a6e8dfd,train,false,D00,,a Czech road surface with longitudinal crack damage,202600490,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0490_formal_train_1283.png,sd3rgda_0490_formal_train_1283.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
491,formal_train_1286,,,c5f83b973d09144a774a071724fffffe75eb6b3e12e082ec3f7ba22046df123d,86fd625df183a280e4e7f62d591861864d2cdbb56ece594d4611186da48d14b8,train,false,D00,,a Czech road surface with longitudinal crack damage,202600491,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0491_formal_train_1286.png,sd3rgda_0491_formal_train_1286.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
492,formal_train_1290,,,f50c60799675f748ba65f488111dd56f616e94dfe08401fce5965f423ae39b83,37e433bab0ab03fdfe562289d47845eb19a7c10a0d8dae62d0a9da6f42e175e8,train,false,D10,,a Czech road surface with transverse crack damage,202600492,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0492_formal_train_1290.png,sd3rgda_0492_formal_train_1290.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
493,formal_train_1291,,,19144e69b9ed5dd1e96a3a52aa9ba1f2de9f88b9788ad3342cbca9f98c3b35b1,48845e3622ead20a92b9aeeba27887ce5ef95d7e16b265657a605cca7a8dfc35,train,false,D00,,a Czech road surface with longitudinal crack damage,202600493,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0493_formal_train_1291.png,sd3rgda_0493_formal_train_1291.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
494,formal_train_1295,,,6724c8556cc0ce691aa9c3701bb06edcd08dc8c776c42238d632955f494e08d0,2fbc7fd2333c10c405f49aa3f66ce125d359bc2262f5fa6f326abc1b39b032f9,train,false,D40,,a Czech road surface with pothole damage,202600494,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0494_formal_train_1295.png,sd3rgda_0494_formal_train_1295.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
495,formal_train_1300,,,565d48c1e0f52f742881f02e3cc4455e9ba79a0345b7469a4386c75b86dde5e9,9a85dd6801db7fc0b9ca5036ddd60f1efa31ec954b33ad2fd89e55e3bbf1d7ae,train,false,D00,,a Czech road surface with longitudinal crack damage,202600495,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0495_formal_train_1300.png,sd3rgda_0495_formal_train_1300.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
496,formal_train_1301,,,2b945e10af3a8ed709678c417b8be0a533191c81f727dbf3aab86afa996d4803,cedcd2be5343a77b2a745d7efe4cbbad2bad3b1a150bdfd2209f1aa8f73cc073,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600496,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0496_formal_train_1301.png,sd3rgda_0496_formal_train_1301.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
497,formal_train_1303,,,0bb73e95c5532b4c7aeedff738bb498bfa06e49891131573e219132ea5489548,55c5ce1c0398ecbed6e7f65814e4db89b1140685e7dd25430da6afdf17e46a37,train,false,D00,,a Czech road surface with longitudinal crack damage,202600497,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0497_formal_train_1303.png,sd3rgda_0497_formal_train_1303.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
498,formal_train_1306,,,02772998e1882a777a0c97217be59bc83bea326cb02f266e4d8cd94873080550,675054e1a299ce942057aa56593d649ae05257bd11d12bbd6e2619a088346042,train,false,D00,,a Czech road surface with longitudinal crack damage,202600498,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0498_formal_train_1306.png,sd3rgda_0498_formal_train_1306.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
499,formal_train_1308,,,b409146843c0ab3581e2bcbdb13ca1a727decf04c33e905585ed49cdb115ceed,c5b5538060a62ef510e43e7b55ff05f2031269c7ec4a67cc07d681f49c5aaa83,train,false,D10,,a Czech road surface with transverse crack damage,202600499,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0499_formal_train_1308.png,sd3rgda_0499_formal_train_1308.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
500,formal_train_1309,,,e704689e6246f7f780c9a3978a4afddb86ac4ef72e3222cc85d131b1206140a4,23b63594d6c740a152c3eb23151ee00633393a7a617de1c7d2bbfd17dec70b5e,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600500,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0500_formal_train_1309.png,sd3rgda_0500_formal_train_1309.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
501,formal_train_1313,,,5e1c6e0c99d1bae99ddd94cd01ad55d4b02311be2c9b311fd5c1ce422375bda1,20241487a218c75bcd81accfdb6663f0eb024a8c05da0d28e8c2de152d94edd5,train,false,D00,,a Czech road surface with longitudinal crack damage,202600501,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0501_formal_train_1313.png,sd3rgda_0501_formal_train_1313.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
502,formal_train_1314,,,c05841cf42239d0c9e48a76c8f3a70c58b2a6407b58c2c7191bc85c703fc5173,62c00f5df7b5e2856ec0522a6985ef897fe4a751e856501d2f65aaa4e80915a9,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600502,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0502_formal_train_1314.png,sd3rgda_0502_formal_train_1314.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
503,formal_train_1320,,,8ed7ed264750c8a669ffcafa742d745bdd7499ace2e27e11257b690e7cf1f349,cfc0e468ecb00605c37dad0e5e318027526467aa038d2494e38fd15665247735,train,false,D00,,a Czech road surface with longitudinal crack damage,202600503,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0503_formal_train_1320.png,sd3rgda_0503_formal_train_1320.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
504,formal_train_1323,,,3ccf5fae3aa5b1544a03383fdca3cb7c1ba006289d178f996d29f5d1288293c9,7da4be2bb55f8434380cec667f026da659c66ad0acc0766d1d14cb43e65e0220,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600504,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0504_formal_train_1323.png,sd3rgda_0504_formal_train_1323.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
